Thevillagesandtownsurbandistrict,shiftinglevel,totalfloornumber,buildingstate,houseage,buildingshiftingtotalarea,room,hall,bathroom,compartmented,managestheorganization,park,bus  stop,school,Clustering,theunitpriceNTDsquaremeter
South,9,12,5,25,129.26,3,2,2,1,1,0,1,0,1,47965
South,14,14,5,27,103.27,3,2,2,1,1,1,1,0,1,44543
South,11,14,5,27,123.36,3,2,2,1,1,1,1,0,1,41508
South,16,19,5,22,119.71,3,2,2,1,1,0,1,0,1,43017
South,12,13,5,24,133.17,2,2,1,1,1,1,1,1,1,36795
South,6,16,5,25,114.15,3,2,2,1,1,1,0,0,1,43535
South,6,7,4,25,154.97,3,2,2,1,1,1,1,1,1,37427
South,9,9,4,21,126.1,3,2,2,1,1,0,1,0,1,52815
South,7,16,5,24,166.04,4,2,2,1,1,1,1,0,1,45170
South,4,13,5,25,119.65,3,2,2,1,1,1,1,0,1,45967
South,12,13,5,24,155.37,3,2,2,1,1,1,1,0,1,45054
South,1,10,4,25,126.17,3,2,2,1,0,1,1,0,1,50329
South,4,20,5,20,170.25,3,2,2,1,1,0,1,0,1,63730
South,4,12,5,22,163.06,3,2,2,1,1,0,1,1,1,42684
South,9,15,5,25,175.61,4,2,2,1,1,0,1,0,1,38722
South,15,15,5,28,170.99,3,2,2,1,1,1,1,1,1,36259
South,8,14,5,22,133.06,3,2,2,1,1,0,1,1,1,47347
South,3,6,4,35,129.28,3,2,2,1,1,1,1,0,1,52599
South,7,12,5,21,125.7,2,2,1,1,1,1,1,0,1,44710
South,10,16,5,25,126.72,3,2,2,1,1,0,1,1,1,39457
South,2,14,5,27,121.48,3,2,2,1,1,1,1,1,1,41982
South,3,14,5,20,106.65,3,2,2,1,1,1,1,0,1,54571
South,8,13,5,24,113.47,3,2,2,1,1,1,1,1,1,43359
South,6,24,5,23,129.05,4,2,2,1,1,0,1,0,1,40914
South,4,16,5,26,104.59,2,1,1,1,1,0,1,0,1,43599
South,4,14,5,27,125.45,3,2,2,1,1,1,1,1,1,47828
South,16,19,5,22,126.13,3,2,2,1,1,0,1,0,1,43209
South,3,8,4,21,117.56,3,2,2,1,1,1,1,0,1,47465
South,5,20,5,20,190.27,4,2,2,1,1,0,1,0,1,51243
South,12,15,5,25,110.64,3,2,2,1,1,0,1,0,1,47632
South,4,5,2,38,101.25,3,2,2,1,0,0,1,1,1,36543
South,7,14,5,27,164.9,4,2,2,1,1,0,1,0,1,43178
South,0,2,3,52,119.73,3,1,1,1,0,1,1,1,1,24315
South,11,14,5,19,120.57,3,2,2,1,1,0,1,0,1,48934
South,3,14,5,27,108.91,2,2,1,1,1,1,1,0,1,45909
South,4,8,4,20,120.29,3,2,2,1,1,1,1,1,1,52373
South,8,12,5,21,157.25,3,2,2,1,1,1,1,1,1,35612
South,5,13,5,24,149.81,4,2,2,1,0,1,1,0,1,48728
South,2,13,5,24,101.56,3,2,2,1,0,1,1,0,1,49232
South,9,14,5,19,102.92,2,2,1,1,1,1,1,0,1,58298
South,11,15,5,25,154.28,4,2,2,1,1,0,1,0,1,48613
South,9,14,5,21,107.77,3,2,2,1,1,1,1,0,1,52890
South,6,12,5,21,105.08,2,2,1,1,1,0,1,0,1,49486
South,4,7,4,26,110.99,3,2,2,1,1,0,1,0,1,43247
South,10,14,5,19,155.38,4,2,2,1,1,1,1,0,1,61655
South,6,12,5,25,109.11,3,2,2,1,0,1,1,1,1,57282
South,4,14,5,21,126.43,3,2,2,1,1,1,1,1,1,51412
South,14,19,5,22,126.13,3,2,2,1,1,0,1,0,1,46619
South,20,20,5,20,190.27,4,2,2,1,1,0,1,0,1,67358
South,3,8,4,25,125.93,2,2,1,1,1,1,1,0,1,47248
South,17,17,5,24,123.93,3,2,2,1,1,1,1,0,1,52050
South,0,2,3,40,113.16,4,3,2,1,0,1,1,0,1,35348
South,19,22,5,24,169.92,4,2,2,1,1,0,1,1,1,45080
South,5,12,5,25,128.32,3,2,2,1,1,0,1,0,1,41303
South,9,12,5,25,173.98,3,2,2,1,1,1,1,1,1,43108
South,4,7,4,22,106.64,3,2,2,1,0,0,1,1,1,50263
South,4,12,5,26,107.49,3,2,1,1,1,1,1,0,1,50423
South,5,14,5,27,117.71,3,2,2,1,1,1,1,1,1,51652
South,5,18,5,22,115.46,3,1,2,1,1,0,1,0,1,41569
South,12,12,5,21,180.67,3,2,2,1,1,1,1,0,1,42342
South,5,13,5,21,148.49,3,2,2,1,1,1,1,0,1,46333
South,4,5,2,36,106.96,4,0,4,1,0,1,1,1,1,36462
South,3,9,4,20,151.56,4,2,2,1,1,1,1,0,1,47506
South,11,12,5,26,119.62,3,2,2,1,1,1,1,0,1,49156
South,9,17,5,25,122.33,3,2,2,1,1,1,1,0,1,43325
South,4,12,5,27,127.81,4,2,2,1,1,0,1,1,1,41311
South,11,17,5,25,139.79,4,2,2,1,1,1,1,0,1,47214
South,12,17,5,24,135.87,3,2,2,1,1,0,1,0,1,44157
South,0,2,3,51,114.4,4,2,3,1,0,1,1,1,1,96154
South,8,16,5,25,149.95,3,2,2,1,1,1,1,0,1,48683
South,6,21,5,22,124.39,3,2,2,1,1,0,1,1,1,47030
South,0,2,3,32,121.77,4,1,3,1,0,1,1,0,1,164244
South,5,17,5,22,161.08,4,2,2,1,1,0,1,1,1,45940
South,5,5,2,33,111.02,7,0,7,1,0,1,1,1,1,64853
South,8,12,5,25,126.9,3,2,2,1,1,0,1,0,1,50433
South,2,12,5,21,140.01,3,2,2,1,1,0,1,0,1,45568
South,4,14,5,27,149.76,4,2,2,1,1,1,1,0,1,40732
South,5,8,4,26,141.64,4,2,2,1,1,1,1,1,1,40243
South,9,16,5,24,133.96,4,2,2,1,1,1,0,0,1,43297
South,3,7,4,27,106.01,3,2,2,1,1,1,1,1,1,43392
South,7,16,5,24,158.34,3,2,2,1,0,1,1,0,1,46268
South,4,8,4,38,108.32,3,2,2,1,0,1,1,1,1,35543
South,8,17,5,25,113.38,3,2,2,1,1,0,1,0,1,48686
South,8,12,5,27,121.55,3,2,2,1,1,1,1,0,1,49362
South,10,13,5,25,124.04,3,2,2,1,1,1,1,1,1,17736
South,9,9,4,20,131.13,3,2,2,1,1,1,1,0,1,55670
South,12,12,5,25,156.84,3,2,2,1,1,0,1,0,1,45715
South,5,9,4,21,140.98,3,2,2,1,1,0,1,0,1,54618
South,6,9,4,22,123.16,3,2,2,1,1,0,1,0,1,49529
South,0,2,3,50,156.02,5,2,2,1,0,0,1,0,1,63453
South,8,13,5,24,139.63,3,2,2,1,0,1,1,0,1,45835
South,12,12,5,21,136.75,3,2,2,1,1,0,1,0,1,44607
South,11,12,5,22,151.38,4,2,2,1,1,0,1,1,1,36332
South,14,24,5,23,145.43,4,2,2,1,1,0,1,0,1,48133
South,9,12,5,25,146.95,3,2,2,1,1,0,1,0,1,47839
South,5,5,2,31,124.01,3,1,2,1,1,0,1,1,1,31046
South,9,14,5,28,183.56,3,2,2,1,1,1,1,1,1,44672
South,6,16,5,25,102.68,3,2,2,1,1,1,1,0,1,45773
South,8,14,5,19,139.76,3,2,2,1,1,0,1,1,1,47939
South,3,7,4,22,98.96,6,0,6,1,1,0,1,0,1,70736
South,9,13,5,21,133.76,3,2,2,1,1,1,1,0,1,44856
South,5,7,4,25,155.95,6,0,6,1,1,1,1,1,1,51298
South,10,12,5,25,98.77,3,2,2,1,1,1,1,1,1,47383
South,4,12,5,25,107.73,2,1,1,1,1,0,1,0,1,33417
South,12,20,5,20,134.35,3,2,2,1,1,0,1,0,1,57313
South,7,16,5,24,148.77,3,2,2,1,1,1,1,0,1,43692
South,8,12,5,21,111.7,3,2,2,1,1,1,1,0,1,19248
South,0,2,3,31,121.27,3,2,2,1,0,0,1,0,1,79987
South,11,16,5,26,177.94,3,2,2,1,1,0,1,0,1,45521
South,7,12,5,21,119.8,2,2,1,1,1,1,1,0,1,42319
South,12,14,5,27,125.71,3,2,2,1,1,1,1,0,1,42161
South,4,5,2,39,103.32,3,2,2,1,0,1,1,1,1,30972
South,12,16,5,26,174.33,3,2,2,1,1,1,1,0,1,41303
South,1,16,5,26,137.81,3,2,2,1,1,0,1,0,1,44989
South,6,18,5,22,116.82,3,2,2,1,1,0,1,0,1,43657
South,5,18,5,22,129.61,3,2,2,1,1,0,1,0,1,48607
South,9,16,5,25,125.94,3,2,2,1,1,0,1,1,1,47801
South,2,10,4,25,139.83,3,2,2,1,1,1,1,1,1,30036
South,8,12,5,21,154.58,3,2,2,1,1,0,1,0,1,59586
South,0,3,3,45,174.1,4,2,3,1,0,1,1,0,1,71798
South,11,12,5,26,126.81,4,2,2,1,1,1,1,0,1,49677
South,3,4,2,40,110.38,3,2,2,1,0,1,1,1,1,29444
South,5,13,5,25,122.28,3,2,2,1,1,1,1,0,1,41708
South,18,22,5,24,162.68,3,2,2,1,1,0,1,1,1,55938
South,5,12,5,25,127.77,3,2,2,1,1,0,1,0,1,39133
South,8,19,5,22,126.13,2,2,1,1,1,0,1,0,1,45984
South,0,3,3,25,172.49,2,3,3,1,1,1,1,1,1,55539
South,7,7,4,27,109.74,3,2,2,1,1,1,1,1,1,45562
South,9,24,5,23,100.73,3,2,2,1,1,0,1,0,1,44674
South,8,16,5,26,106.21,2,2,1,1,1,0,1,0,1,46606
South,6,14,5,27,136.28,3,2,2,1,0,1,1,0,1,38157
South,0,2,3,32,150.42,4,2,3,1,0,1,1,0,1,99721
South,3,15,5,25,142.04,4,2,2,1,1,0,1,0,1,44706
South,1,6,4,24,119.46,2,2,1,1,1,0,1,0,1,46878
South,5,14,5,20,166.42,4,2,2,1,1,1,1,0,1,54681
South,10,24,5,23,99.65,3,2,1,1,1,0,1,0,1,45158
South,4,16,5,24,118.58,3,2,2,1,1,1,1,0,1,46382
South,8,9,4,21,173.97,4,2,2,1,1,0,1,0,1,51733
South,11,24,5,23,100.78,3,2,2,1,1,0,1,0,1,42469
South,5,13,5,24,108.74,3,2,2,1,0,1,1,0,1,47820
South,5,7,4,29,114.75,4,0,4,1,1,1,1,0,1,43573
South,5,14,5,21,133.17,4,2,2,1,1,1,1,1,1,48810
South,2,11,5,20,167.96,3,2,2,1,1,0,1,0,1,46440
South,5,5,2,34,112.56,6,0,6,1,0,1,1,0,1,52416
South,2,5,2,36,100.07,5,0,5,1,0,0,1,1,1,43769
South,12,17,5,24,133.15,3,2,2,1,1,1,1,0,1,42809
South,4,7,4,28,188.74,4,2,2,1,1,1,1,0,1,40799
South,7,7,4,27,104.24,3,2,2,1,1,1,1,0,1,45856
South,14,19,5,22,119.71,3,2,2,1,1,0,1,0,1,42182
South,6,7,4,26,102.88,3,2,2,1,1,1,1,0,1,60750
South,8,9,4,22,114.81,3,2,2,1,1,0,1,0,1,48602
South,5,12,5,21,105.08,2,2,1,1,1,0,1,0,1,49010
South,4,16,5,25,167.42,4,2,2,1,1,1,1,0,1,43304
South,0,2,3,32,152.76,6,2,4,1,0,0,1,1,1,117832
South,4,12,5,21,118.26,2,2,2,1,1,1,1,0,1,53695
South,9,14,5,27,112.88,3,2,2,1,0,1,1,1,1,47838
South,3,5,2,38,103.6,3,2,2,1,0,0,1,0,1,35714
South,8,17,5,22,134.52,3,2,2,1,1,0,1,1,1,42745
South,2,10,4,25,145.7,3,2,2,1,1,1,1,1,1,45299
South,2,7,4,27,109.74,3,2,2,1,1,1,1,1,1,48296
South,6,13,5,25,116.43,3,2,2,1,1,1,1,0,1,52392
South,0,2,3,45,122.08,2,2,2,1,0,1,1,1,1,137615
South,7,9,4,21,126.1,3,2,2,1,1,0,1,0,1,61935
South,5,14,5,20,122.63,3,2,2,1,1,1,1,1,1,53005
South,7,22,5,24,102.44,3,2,2,1,1,0,1,1,1,46369
South,4,7,4,36,101.95,3,2,2,1,1,1,1,1,1,39235
South,17,18,5,22,129.21,2,1,1,1,1,0,1,0,1,43340
South,14,17,5,24,130.35,3,2,2,1,1,0,1,0,1,48025
South,7,14,5,19,106.03,2,2,2,1,1,0,1,0,1,52627
South,8,12,5,21,157.25,3,2,2,1,1,1,1,1,1,45787
South,3,5,2,38,101.25,3,2,2,1,0,0,1,1,1,43457
South,7,14,5,19,140.6,3,2,2,1,1,0,1,1,1,55903
South,8,12,5,21,154.58,3,2,2,1,1,0,1,0,1,49036
South,0,2,3,38,91.22,3,2,2,1,0,1,1,1,1,92085
South,17,19,5,22,86.39,2,2,1,1,1,0,1,0,1,48038
South,2,5,2,37,84.91,3,1,2,1,0,1,1,1,1,37687
South,6,17,5,22,149.74,4,1,2,1,1,0,1,1,1,42073
South,8,14,5,19,139.76,4,2,2,1,1,0,1,1,1,57813
South,0,2,3,45,145.78,3,2,2,1,0,1,1,0,1,281246
South,6,14,5,27,104.95,3,2,2,1,1,1,1,0,1,40781
South,15,17,5,22,152.68,3,2,2,1,1,0,1,1,1,39036
South,4,12,5,26,139.48,4,2,2,1,1,1,1,0,1,49828
South,4,5,2,39,103.32,3,2,2,1,0,1,1,1,1,33391
South,9,9,4,21,176.76,4,2,2,1,1,0,1,0,1,48088
South,4,12,5,26,149.63,3,2,2,1,1,1,1,0,1,41436
South,15,17,5,25,114.44,3,2,1,1,1,1,1,0,1,47186
South,4,16,5,30,168.52,3,2,2,1,0,0,1,1,1,42131
South,6,12,5,21,109.73,2,2,1,1,1,0,1,0,1,54973
South,14,14,5,20,132.81,3,2,2,1,1,1,1,1,1,52330
South,7,8,4,38,101.67,3,2,2,1,1,1,1,1,1,42294
South,0,4,3,25,132.77,6,3,4,1,0,1,1,1,1,82850
South,12,12,5,25,128.49,4,1,2,1,1,0,1,0,1,35022
South,4,12,5,21,130.78,3,2,2,1,1,1,1,1,1,45879
South,8,12,5,21,132.49,3,2,2,1,1,1,1,0,1,57212
South,4,14,5,28,186.76,4,2,2,1,1,1,1,1,1,49529
South,20,22,5,24,118.27,3,2,2,1,1,0,1,1,1,50309
South,11,18,5,22,123.61,3,2,2,1,1,0,1,0,1,43524
South,10,17,5,25,139.79,4,2,2,1,1,1,1,0,1,46141
South,10,14,5,19,107.17,2,2,1,1,1,0,1,0,1,49547
South,4,5,2,34,103.71,3,2,2,1,0,0,1,0,1,39051
South,3,16,5,25,119.26,3,2,2,1,1,1,1,0,1,46952
South,9,13,5,24,139.59,3,2,2,1,1,1,1,0,1,47854
South,11,14,5,19,106.21,3,2,1,1,1,0,1,0,1,59316
South,12,22,5,24,135.04,3,2,2,1,1,0,1,1,1,48874
South,5,6,4,33,183.1,6,0,6,1,0,0,1,1,1,58984
South,7,12,5,21,111.78,3,2,2,1,1,1,1,0,1,40258
South,6,15,5,25,111.42,3,2,2,1,1,0,1,0,1,40388
East,4,11,1,27,131.81,3,2,2,1,1,1,1,0,1,24277
East,5,3,3,31,160.29,4,1,3,1,0,1,1,1,1,66754
East,13,15,5,26,131.26,3,2,2,1,1,0,1,0,1,46473
East,4,12,5,28,149.3,3,3,2,1,1,0,1,1,1,40188
East,3,7,4,27,127.06,3,2,2,1,1,1,1,0,1,35102
East,7,7,4,26,111.71,2,1,2,1,0,1,1,0,1,26858
East,6,13,5,24,125.15,4,2,2,1,1,1,1,0,1,44746
East,7,7,4,26,123.39,2,2,2,1,1,0,1,0,1,43440
East,5,13,5,24,147.6,4,2,2,1,1,1,1,1,1,44038
East,2,5,2,26,112.44,3,2,2,1,1,0,1,1,1,38684
East,4,8,4,24,126.05,3,2,2,1,1,0,1,1,1,49187
East,4,5,2,34,137.93,3,2,2,1,0,0,1,1,1,37700
East,5,2,3,30,112.98,4,2,2,1,0,1,1,0,1,76562
East,5,2,3,47,118.92,4,2,2,1,0,1,1,0,1,73999
East,6,15,5,26,130.06,3,2,2,1,1,0,1,0,1,33677
East,5,5,2,36,108.53,3,2,2,1,0,0,1,1,1,36856
East,6,7,4,26,119.53,3,2,1,1,1,0,1,1,1,47687
East,8,13,5,24,99.93,3,2,2,1,1,1,1,0,1,52036
East,5,2,3,48,117.72,4,4,4,1,0,1,1,1,1,79850
East,9,15,5,24,150.77,3,2,2,1,1,0,1,1,1,40257
East,1,7,4,24,138.9,3,2,2,1,1,0,1,1,1,39597
East,7,14,5,25,122.85,3,2,2,1,1,1,1,0,1,42572
East,6,8,4,24,167.42,4,1,2,1,1,1,1,0,1,39422
East,1,8,4,24,112.4,3,1,1,1,1,1,1,0,1,51601
East,7,7,4,26,126.92,4,2,2,1,0,1,1,1,1,32225
East,3,7,4,25,101.98,2,2,1,1,1,0,1,1,1,36772
East,4,11,5,28,131.81,3,2,2,1,0,1,1,0,1,36416
East,2,5,2,32,104.77,3,2,2,1,0,0,1,1,1,40088
East,8,13,5,25,125.15,4,2,2,1,1,1,1,0,1,44746
East,4,13,5,27,162.47,3,2,2,1,1,1,1,0,1,37545
East,5,2,3,48,104.6,4,2,2,1,0,1,1,1,1,86042
East,13,15,5,27,143.61,3,2,2,1,1,0,1,0,1,31335
East,4,14,5,25,124.77,3,2,2,1,1,1,1,0,1,43199
East,6,8,4,22,123.33,3,2,2,1,1,0,1,1,1,36487
East,3,11,5,28,131.95,3,2,2,1,1,1,1,0,1,33801
East,11,13,5,25,129.37,3,2,2,1,1,1,1,0,1,43519
East,5,2,3,51,101.27,3,2,1,1,0,0,1,1,1,54310
East,4,5,2,28,106.52,3,2,2,1,0,0,1,1,1,36613
East,10,14,5,25,124.77,3,2,2,1,1,1,1,0,1,44883
East,13,13,5,25,118.38,3,2,2,1,1,1,1,0,1,45193
East,7,13,5,25,99.93,3,2,2,1,1,1,1,0,1,46032
East,5,13,5,25,127.66,3,1,2,1,1,1,1,1,1,43867
East,5,3,3,22,192.1,5,2,4,1,0,1,1,0,1,114524
East,14,15,5,25,120.32,3,2,2,1,1,0,1,1,1,35320
East,14,15,5,25,120.32,3,2,2,1,1,0,1,1,1,44710
East,5,3,3,39,104.4,4,2,3,1,0,0,1,1,1,39272
East,4,7,4,26,121.61,2,2,2,1,1,0,1,0,1,48351
East,2,5,2,28,113.96,3,2,2,1,0,0,1,1,1,36153
East,4,5,2,38,104.59,3,2,2,1,0,1,1,1,1,32508
East,3,5,2,38,100.9,3,2,2,1,0,0,1,1,1,42616
East,5,6,4,27,111.78,3,2,2,1,0,1,1,0,1,32206
East,7,7,4,26,126.92,4,2,2,1,0,1,1,1,1,44910
East,5,5,3,22,185.3,5,3,4,1,1,1,1,0,1,48570
East,7,8,4,21,128.47,3,2,2,1,1,0,1,1,1,42812
East,5,5,2,35,122.08,4,2,2,1,0,0,1,1,1,34404
East,9,12,5,21,147.51,3,2,2,1,1,0,1,1,1,46099
East,2,12,5,21,122.68,3,2,2,1,1,0,1,1,1,44832
East,5,3,3,58,161.76,4,2,3,1,0,0,1,1,1,129822
East,12,13,5,25,153.06,4,2,2,1,1,1,1,1,1,49654
East,5,2,3,51,112.85,5,3,2,1,0,0,1,1,1,80638
East,12,15,5,25,120.32,3,2,2,1,1,0,1,1,1,39890
East,12,12,5,21,99.36,3,1,2,1,1,0,1,1,1,35225
East,5,2,3,48,104.76,4,2,2,1,0,1,1,1,1,100229
East,4,7,4,25,124.25,3,2,2,1,1,1,1,1,1,35252
East,5,3,3,58,188.58,5,2,3,1,0,0,1,1,1,36059
East,3,7,4,25,157.76,3,2,2,1,1,0,1,1,1,39300
East,5,6,4,27,111.78,3,2,2,1,1,1,1,0,1,44552
East,3,6,4,27,111.78,3,2,2,1,1,1,1,0,1,35785
East,4,7,4,27,109.93,3,2,2,1,1,1,1,0,1,39571
