Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,BIAS_6_L1,BIAS_24_L1,RDP_L1,RDP_L2,RDP_L3
2018/4/3,2614.449951,3392810000,2610.964014,2693.236011,2825.566564,2560.905457,55.21150326,2646.181352,2679.419426,-33.23807373,-22.07415523,-11.1639185,1.261486585,-0.169730681,-1.462730317,-2.971483795,0.416666667,0.416666667,80.85579025,25.04425692,21.97624215,-4.836700476,32.57006836,2581.879883,-1.248796002,-4.372222203,-2.233742356,1.376971869,-0.291665717
2018/4/4,2644.689941,3350340000,2617.377979,2689.064502,2821.992052,2556.136952,46.7190424,2645.951904,2676.846872,-30.89496713,-23.83831761,-7.056649526,1.156648274,1.074107654,0.014116729,-1.744155043,0.416666667,0.458333333,63.08116633,81.92242414,35.65556036,-3.899697602,30.23999023,2614.449951,-0.169730681,-2.971483795,1.261486585,-2.233742356,1.376971869
2018/4/5,2662.840088,3178970000,2628.945996,2685.866504,2818.084409,2553.648599,63.68834121,2648.550086,2675.809332,-27.25924553,-24.52250319,-2.736742337,0.686286366,1.443266311,0.85967897,-1.047122301,0.5,0.5,52.41277572,100,68.98889369,-1.845975385,18.15014648,2644.689941,1.074107654,-1.744155043,1.156648274,1.261486585,-2.233742356
2018/4/6,2604.469971,3299700000,2621.665967,2679.141504,2813.535534,2544.747474,49.88683809,2641.76853,2670.524935,-28.75640467,-25.36928349,-3.387121181,-2.192024878,-0.777056151,-0.999739783,-3.085973746,0.416666667,0.458333333,83.27404258,27.90270586,69.94171,-4.139582513,-58.37011719,2662.840088,1.443266311,-1.047122301,0.686286366,1.156648274,1.261486585
2018/4/9,2613.159912,3062960000,2627.921973,2670.470996,2798.23476,2542.707232,43.30705318,2637.367204,2666.275674,-28.90846958,-26.07712071,-2.831348877,0.33365489,-0.270523176,-0.357671809,-2.59985301,0.5,0.458333333,76.83991135,38.63630195,55.51300261,-3.64205647,8.689941406,2604.469971,-0.777056151,-3.085973746,-2.192024878,0.686286366,1.156648274
2018/4/10,2656.870117,3543930000,2636.406006,2664.163501,2781.073644,2547.253358,69.55615997,2640.367652,2665.578966,-25.21131355,-25.90395927,0.692645727,1.672695378,0.916284659,1.266629255,-0.860943887,0.583333333,0.458333333,42.33740391,92.62604301,53.05501694,0.498552254,43.71020508,2613.159912,-0.270523176,-2.59985301,0.33365489,-2.192024878,0.686286366
2018/4/11,2642.189941,3020760000,2635.906006,2658.007495,2765.556731,2550.458259,57.97857176,2640.648005,2663.846446,-23.19844106,-25.36285563,2.16441457,-0.552536448,0.182755787,0.534883003,-1.278857256,0.583333333,0.458333333,25.50653925,74.49346075,68.58526857,2.083636553,-14.68017578,2656.870117,0.916284659,-0.860943887,1.672695378,0.33365489,-2.192024878
2018/4/12,2663.98999,3021320000,2636.135986,2653.732996,2752.866581,2554.59941,55.83433336,2644.239079,2663.857079,-19.61799928,-24.21388436,4.59588508,0.825075006,0.886292451,1.346889798,-0.348010621,0.583333333,0.458333333,0,100,89.03983459,0.204620613,21.80004883,2642.189941,0.182755787,-1.278857256,-0.552536448,1.672695378,0.33365489
2018/4/13,2656.300049,2960910000,2646.502002,2649.181494,2738.589761,2559.773227,47.88949886,2646.094613,2663.297299,-17.20268553,-22.8116446,5.608959067,-0.288662549,0.636613247,0.914595491,-0.43350645,0.583333333,0.416666667,9.365401712,87.0800758,87.19117885,1.671882236,-7.689941406,2663.98999,0.886292451,-0.348010621,0.825075006,-0.552536448,1.672695378
2018/4/16,2677.840088,3019700000,2659.438037,2645.472998,2722.85742,2568.088576,81.05998594,2650.978532,2664.374542,-13.39600998,-20.92851767,7.532507693,0.810903839,0.984833324,1.498855812,0.539037343,0.666666667,0.458333333,0,100,95.6933586,2.796164602,21.54003906,2656.300049,0.636613247,-0.43350645,-0.288662549,0.825075006,-0.552536448
2018/4/17,2706.389893,3234360000,2669.341992,2645.146497,2721.437246,2568.855747,83.78627067,2659.503357,2667.48679,-7.983433491,-18.33950084,10.35606735,1.06615047,1.466917254,2.369132333,1.704678817,0.666666667,0.5,0,100,95.6933586,2.480991964,28.54980469,2677.840088,0.984833324,0.539037343,0.810903839,-0.288662549,0.825075006
2018/4/18,2708.639893,3383410000,2682.631982,2644.731494,2719.531307,2569.931681,76.82093573,2667.062824,2670.535168,-3.472344408,-15.36606955,11.89372514,0.08313658,1.223825726,2.046503703,1.854366294,0.75,0.541666667,0,100,100,4.909601357,2.25,2706.389893,1.466917254,1.704678817,1.06615047,0.810903839,-0.288662549
2018/4/19,2693.129883,3349370000,2688.459961,2643.791492,2715.60258,2571.980403,76.16602793,2671.073141,2672.208851,-1.135710214,-12.51999768,11.38428747,-0.572612469,0.325894434,1.212159878,1.357209621,0.666666667,0.541666667,12.23572781,83.75574682,94.58524894,3.009425811,-15.51000977,2708.639893,1.223825726,1.854366294,0.08313658,1.06615047,0.810903839
2018/4/20,2670.139893,3388590000,2691.22793,2645.113989,2717.837315,2572.390664,53.12083414,2670.929564,2672.055595,-1.126030676,-10.24120428,9.115173605,-0.85365323,-0.568506964,0.268241026,0.62115217,0.583333333,0.5,36.95884504,42.06165795,75.27246826,0.962303776,-22.98999023,2693.129883,0.325894434,1.357209621,-0.572612469,0.08313658,1.06615047
2018/4/23,2670.290039,3017480000,2689.71792,2649.215491,2717.784321,2580.64666,57.68765344,2670.831176,2671.924813,-1.093637237,-8.411690873,7.318053635,0.005623169,-0.649179361,0.250507695,0.694210698,0.583333333,0.541666667,36.81470892,42.2876122,56.03500566,0.279774636,0.150146484,2670.139893,-0.568506964,0.62115217,-0.85365323,-0.572612469,0.08313658
2018/4/24,2634.560059,3706740000,2675.351953,2648.015991,2716.728864,2579.303119,29.42571904,2665.251004,2669.157053,-3.906049512,-7.510562601,3.604513088,-1.338056164,-1.714771749,-1.183925034,-0.524376857,0.583333333,0.5,71.1144183,0,28.11642338,1.155324816,-35.72998047,2670.290039,-0.649179361,0.694210698,0.005623169,-0.85365323,-0.572612469
2018/4/25,2639.399902,3499440000,2661.503955,2649.35498,2716.277033,2582.432928,8.886697972,2661.273911,2666.95282,-5.678908636,-7.144231808,1.465323172,0.183705956,-1.122368019,-1.08352198,-0.227786376,0.583333333,0.541666667,66.46831349,6.533281042,16.27363108,1.004147894,4.83984375,2634.560059,-1.714771749,-0.524376857,-1.338056164,0.005623169,-0.85365323
2018/4/26,2666.939941,3665720000,2656.265967,2652.451978,2716.550096,2588.353859,30.47023822,2662.145608,2666.951866,-4.806257727,-6.676636992,1.870379265,1.043420477,0.170146172,-0.082829944,0.77635322,0.583333333,0.583333333,43.67402566,43.709443,16.74757468,0.379010782,27.54003906,2639.399902,-1.122368019,-0.227786376,0.183705956,-1.338056164,0.005623169
2018/4/27,2669.909912,3219030000,2656.219971,2653.903967,2718.202208,2589.605727,37.67778713,2663.340116,2667.17098,-3.830863964,-6.107482386,2.276618422,0.111362489,0.427676642,-0.058053743,0.759049223,0.666666667,0.625,52.28140829,47.71859171,32.65377192,1.049128614,2.969970703,2666.939941,0.170146172,0.77635322,1.043420477,0.183705956,-1.338056164
2018/4/30,2648.050049,3734530000,2651.771973,2657.212476,2712.528285,2601.896666,38.13520205,2660.987798,2665.754615,-4.76681676,-5.839349261,1.072532501,-0.818749096,-0.256445633,-0.827015816,-0.049412039,0.583333333,0.583333333,81.78992918,18.21007082,36.54603518,-0.598348397,-21.85986328,2669.909912,0.427676642,0.759049223,0.111362489,1.043420477,0.183705956
2018/5/1,2654.800049,3559850000,2655.819971,2659.22998,2710.988986,2607.470975,42.23089714,2660.035837,2664.943166,-4.907328873,-5.652945183,0.74561631,0.254904548,0.095140784,-0.569564617,0.138937699,0.666666667,0.625,72.6781377,34.55702745,33.49522999,-0.056469524,6.75,2648.050049,-0.256445633,-0.049412039,-0.818749096,0.111362489,1.043420477
2018/5/2,2635.669922,4010770000,2655.073975,2658.778979,2711.189988,2606.367971,50.6678694,2656.287235,2662.774777,-6.487542749,-5.819864697,-0.667678053,-0.720586357,-0.633061273,-1.155951317,-0.630548718,0.583333333,0.625,98.50180107,3.106252135,18.62445014,-1.574782834,-19.13012695,2654.800049,0.095140784,0.138937699,0.254904548,-0.818749096,0.111362489
2018/5/3,2629.72998,3851470000,2647.631982,2657.123474,2710.988318,2603.258631,44.25708005,2652.201503,2660.327015,-8.125511422,-6.280994042,-1.84451738,-0.225367424,-0.796725402,-1.141871472,-0.837141466,0.5,0.583333333,100,0,12.55442653,-2.832552409,-5.939941406,2635.669922,-0.633061273,-0.630548718,-0.720586357,0.254904548,-0.818749096
2018/5/4,2663.419922,3327220000,2646.333984,2660.070972,2708.238608,2611.903336,48.05179012,2653.927414,2660.556119,-6.628705097,-6.350536253,-0.278168844,1.281117896,0.496426758,0.266656438,0.304746953,0.5,0.625,57.30581811,83.84768224,28.98464479,-1.669471487,33.68994141,2629.72998,-0.796725402,-0.837141466,-0.225367424,-0.720586357,0.254904548
2018/5/7,2672.629883,3237960000,2651.249951,2663.04447,2706.35925,2619.72969,51.40814629,2656.804717,2661.450472,-4.645755052,-6.009580013,1.363824961,0.34579455,0.826691485,0.67812081,0.559789915,0.583333333,0.625,45.63433009,100,61.28256075,-0.761196114,9.209960938,2663.419922,0.496426758,0.304746953,1.281117896,-0.225367424,-0.720586357
2018/5/8,2671.919922,3717570000,2654.673926,2663.79696,2707.179392,2620.414529,65.82254718,2659.130133,2662.225987,-3.095853694,-5.426834749,2.330981055,-0.026564132,0.648849526,0.645752641,0.490178269,0.583333333,0.583333333,33.45424859,98.34507563,94.06425262,0.066664271,-0.709960938,2672.629883,0.826691485,0.559789915,0.34579455,1.281117896,-0.225367424
2018/5/9,2697.790039,3909500000,2667.097949,2666.576965,2711.173545,2621.980386,72.73398627,2665.077811,2664.860361,0.217449922,-4.297977815,4.515427737,0.968222026,1.349811603,1.532581633,1.407606288,0.583333333,0.583333333,0,100,99.44835854,1.029850675,25.87011719,2671.919922,0.648849526,0.490178269,-0.026564132,0.34579455,1.281117896
2018/5/10,2723.070068,3333050000,2685.765967,2669.530969,2720.431912,2618.630026,93.39632019,2673.999697,2669.172191,4.827505521,-2.472881148,7.300386668,0.937064372,1.742750277,2.200306441,2.168080408,0.666666667,0.625,0,100,99.44835854,3.35957457,25.2800293,2697.790039,1.349811603,1.407606288,0.968222026,-0.026564132,0.34579455
2018/5/11,2727.719971,2862700000,2698.625977,2673.101965,2729.51188,2616.692051,99.2858248,2682.264354,2673.509064,8.755290515,-0.227246815,8.98253733,0.170759555,1.298359007,2.092811809,2.159581597,0.666666667,0.625,0,100,100,3.346217763,4.649902344,2723.070068,1.742750277,2.168080408,0.937064372,0.968222026,-0.026564132
2018/5/14,2730.129883,2972660000,2710.125977,2675.716455,2737.366134,2614.066776,98.95793019,2689.628282,2677.703198,11.92508325,2.203219198,9.721864054,0.088348956,0.970948709,1.982014547,2.133076925,0.666666667,0.625,0,100,100,2.369379993,2.409912109,2727.719971,1.298359007,2.159581597,0.170759555,0.937064372,0.968222026
2018/5/15,2711.449951,3290680000,2718.031982,2675.969458,2738.159743,2613.779173,75.01297786,2692.985462,2680.202958,12.78250372,4.319076102,8.463427616,-0.684214028,0.040707419,1.153439646,1.324879876,0.583333333,0.625,18.6055277,81.3944723,93.79815743,1.555859202,-18.67993164,2730.129883,0.970948709,2.133076925,0.088348956,0.170759555,0.937064372
2018/5/16,2722.459961,3202670000,2722.965967,2676.660461,2740.570738,2612.750185,78.74863209,2697.52,2683.333106,14.18689371,6.292639624,7.894254085,0.406056168,0.135722482,1.329775066,1.643778476,0.666666667,0.625,7.639371848,88.50258377,89.96568536,2.809988888,11.01000977,2711.449951,0.040707419,1.324879876,-0.684214028,0.088348956,0.170759555
2018/5/17,2720.129883,3475400000,2722.37793,2678.010461,2744.349765,2611.671158,67.35541579,2700.998443,2686.058793,14.93965008,8.022041714,6.917608363,-0.085587232,-0.086810253,1.038314769,1.456042583,0.583333333,0.625,9.960169051,82.82080964,84.23928857,2.460819376,-2.330078125,2722.459961,0.135722482,1.643778476,0.406056168,-0.684214028,0.088348956
2018/5/18,2712.969971,3368690000,2719.42793,2680.151965,2748.082837,2612.221093,39.07855416,2702.840217,2688.052214,14.78800296,9.375233963,5.412768996,-0.263219494,-0.288148235,0.531816028,1.133776406,0.583333333,0.583333333,17.09156255,70.52066033,80.61468458,2.932842546,-7.159912109,2720.129883,-0.086810253,1.456042583,-0.085587232,0.406056168,-0.684214028
2018/5/21,2733.01001,3019890000,2720.003955,2683.287964,2754.804455,2611.771473,54.29178089,2707.481723,2691.382421,16.09930246,10.72004766,5.379254797,0.7386753,0.41585902,0.952453341,1.838718799,0.666666667,0.583333333,0,100,84.44715665,3.927400534,20.04003906,2712.969971,-0.288148235,1.133776406,-0.263219494,-0.085587232,0.406056168
2018/5/22,2724.439941,3366310000,2722.601953,2687.781958,2757.765098,2617.798818,45.80326145,2710.09068,2693.831126,16.25955385,11.8279489,4.431604952,-0.313576179,0.135869315,0.447219703,1.494479017,0.583333333,0.541666667,8.297894973,60.25025478,76.92363837,2.291040141,-8.570068359,2733.01001,0.41585902,1.838718799,0.7386753,-0.263219494,-0.085587232
2018/5/23,2733.290039,3326290000,2724.767969,2692.476465,2761.436734,2623.516196,68.84058887,2713.659812,2696.754009,16.90580357,12.84351983,4.062283738,0.324840989,0.326926768,0.586048225,1.760739593,0.583333333,0.583333333,0,100,86.75008493,2.269680386,8.850097656,2724.439941,0.135869315,1.494479017,-0.313576179,0.7386753,-0.263219494
2018/5/24,2727.76001,3256030000,2726.293994,2695.517468,2765.066665,2625.968271,55.04956759,2715.829073,2699.050749,16.77832391,13.63048065,3.14784326,-0.20232135,0.091490773,0.210935364,1.464163654,0.583333333,0.583333333,9.010947918,74.67945493,78.30990324,2.089886281,-5.530029297,2733.290039,0.326926768,1.760739593,0.324840989,-0.313576179,0.7386753
2018/5/25,2721.330078,2995260000,2727.966016,2698.088477,2767.462529,2628.714424,51.06061652,2716.675382,2700.70107,15.97431169,14.09924686,1.875064833,-0.235722044,-0.15177572,-0.097280537,1.144979087,0.5,0.541666667,19.48824849,45.23849447,73.30598314,0.872567499,-6.429931641,2727.76001,0.091490773,1.464163654,-0.20232135,0.324840989,-0.313576179
2018/5/29,2689.860107,3736890000,2719.336035,2700.178979,2765.814723,2634.543236,35.7152774,2712.549955,2699.898036,12.65191914,13.80978131,-1.157862177,-1.156418729,-1.166767641,-1.152147305,-0.110226139,0.416666667,0.541666667,100,0,39.9726498,-1.219577907,-31.4699707,2721.330078,-0.15177572,1.144979087,-0.235722044,-0.20232135,0.324840989
2018/5/30,2724.01001,3561050000,2719.250049,2703.639478,2766.582982,2640.695973,45.26315789,2714.31304,2701.684108,12.62893235,13.57361152,-0.944679174,1.269579122,0.143191696,0.114178605,1.025691853,0.416666667,0.541666667,21.36781926,78.63218074,41.29022507,-0.136009597,34.14990234,2689.860107,-1.166767641,-0.110226139,-1.156418729,-0.235722044,-0.20232135
2018/5/31,2705.27002,4235370000,2713.646045,2707.119482,2761.800399,2652.438566,40.88621465,2712.921806,2701.949731,10.9720753,13.05330428,-2.081228976,-0.687955997,-0.428795262,-0.498804162,0.271287514,0.333333333,0.5,64.51776108,35.48223892,38.03813989,-0.910574381,-18.73999023,2724.01001,0.143191696,1.025691853,1.269579122,-1.156418729,-0.235722044
2018/6/1,2734.620117,3684130000,2715.018066,2712.363989,2755.182364,2669.545615,50.5291951,2716.260008,2704.36976,11.89024836,12.82069309,-0.93044473,1.084923037,0.643263964,0.509327989,1.257959366,0.416666667,0.5,0,100,71.37147322,0.85453047,29.35009766,2705.27002,-0.428795262,0.271287514,-0.687955997,1.269579122,-1.156418729
2018/6/4,2746.870117,3376510000,2720.126074,2716.536499,2755.559621,2677.513377,57.21735891,2720.969256,2707.517934,13.4513213,12.94681873,0.504502562,0.447959844,0.975742187,0.884143328,1.556717369,0.416666667,0.541666667,0,100,78.49407964,0.896621313,12.25,2734.620117,0.643263964,1.257959366,1.084923037,-0.687955997,1.269579122
2018/6/5,2748.800049,3517790000,2731.914063,2720.345007,2756.225563,2684.464452,60.73969575,2725.250916,2710.575869,14.67504738,13.29246446,1.38258292,0.070259297,0.876910506,0.866516177,1.481119457,0.5,0.541666667,0,100,100,1.053999892,1.929931641,2746.870117,0.975742187,1.556717369,0.447959844,1.084923037,-0.687955997
2018/6/6,2772.350098,3651640000,2741.58208,2725.366516,2760.841298,2689.891734,84.37943252,2732.496944,2715.151738,17.34520651,14.10301287,3.242193634,0.856739247,1.230411119,1.546293259,2.135807312,0.583333333,0.583333333,0,100,100,2.188749879,23.55004883,2748.800049,0.876910506,1.481119457,0.070259297,0.447959844,1.084923037
2018/6/7,2770.370117,3711330000,2754.6021,2728.99552,2767.189157,2690.801883,76.40095765,2738.323586,2719.241988,19.08159819,15.09872994,3.982868251,-0.071418847,0.873514596,1.358185009,1.842996546,0.5,0.583333333,2.400267551,97.59973245,99.19991082,1.366994899,-1.979980469,2772.350098,1.230411119,2.135807312,0.856739247,0.070259297,0.447959844
2018/6/8,2779.030029,3123210000,2763.484082,2731.793518,2775.623952,2687.963084,97.45241738,2744.586116,2723.670732,20.91538411,16.26206077,4.653323337,0.312590439,0.737912937,1.506075898,1.980756989,0.583333333,0.583333333,0,100,99.19991082,2.003717794,8.659912109,2770.370117,0.873514596,1.842996546,-0.071418847,0.856739247,0.070259297
2018/6/11,2782,3232330000,2770.510059,2734.50752,2783.420331,2685.594708,96.14338431,2750.342098,2727.991418,22.35067975,17.47978457,4.870895186,0.106870767,0.557727846,1.464121585,1.919305642,0.583333333,0.583333333,0,100,99.19991082,1.782099969,2.969970703,2779.030029,0.737912937,1.980756989,0.312590439,-0.071418847,0.856739247
2018/6/12,2786.850098,3401010000,2778.120068,2737.34353,2791.236087,2683.450974,95.4938937,2755.958713,2732.35132,23.60739291,18.70530624,4.902086674,0.174338521,0.491004444,1.4588,1.918187643,0.666666667,0.625,0,100,100,2.166249512,4.850097656,2782,0.557727846,1.919305642,0.106870767,0.312590439,-0.071418847
2018/6/13,2775.629883,3779230000,2778.776025,2740.552527,2795.527889,2685.577164,75.2016915,2758.985047,2735.55714,23.42790724,19.64982644,3.778080805,-0.402612787,-0.074707523,0.884119668,1.387594088,0.666666667,0.583333333,11.56842558,78.51767368,92.83922456,1.995340629,-11.22021484,2786.850098,0.491004444,1.918187643,0.174338521,0.106870767,0.312590439
2018/6/14,2782.48999,3526890000,2781.2,2743.554028,2800.760116,2686.347941,63.87495072,2762.601192,2739.033647,23.56754491,20.43337013,3.134174776,0.247154978,0.111354114,0.850510102,1.546343541,0.75,0.583333333,4.495420003,89.09427326,89.20398231,3.443669154,6.860107422,2775.629883,-0.074707523,1.387594088,-0.402612787,0.174338521,0.106870767
2018/6/15,2779.659912,5428790000,2781.325977,2746.53053,2804.737806,2688.323253,62.422707,2765.225611,2742.043,23.18261041,20.98321819,2.199392221,-0.101710272,-0.046150044,0.578877278,1.363003285,0.666666667,0.541666667,7.413327426,81.10334739,82.90509811,2.04294045,-2.830078125,2782.48999,0.111354114,1.546343541,0.247154978,-0.402612787,0.174338521
2018/6/18,2773.75,3287150000,2779.675977,2749.569531,2806.788956,2692.350106,42.37879439,2766.537055,2744.391667,22.14538827,21.2156522,0.929736072,-0.212612776,-0.227092447,0.158217756,1.080499382,0.666666667,0.5,16.05796165,20.50902195,63.56888087,2.531354725,-5.909912109,2779.659912,-0.046150044,1.363003285,-0.101710272,0.247154978,-0.402612787
2018/6/19,2762.590088,3661470000,2774.823975,2751.048535,2808.007961,2694.089109,27.34092218,2765.929829,2745.739698,20.19013136,21.01054803,-0.820416677,-0.402340229,-0.51275192,-0.328647153,0.595697647,0.583333333,0.5,29.7376643,0,33.87078978,1.022810098,-11.15991211,2773.75,-0.227092447,1.080499382,-0.212612776,-0.101710272,0.247154978
2018/6/20,2767.320068,3327600000,2773.162012,2753.192542,2809.204489,2697.180594,27.13657747,2766.143712,2747.338244,18.80546832,20.56953209,-1.764063769,0.171215429,-0.225458442,-0.219343956,0.699393826,0.583333333,0.5,37.39237335,19.49702624,13.3353494,0.744481912,4.729980469,2762.590088,-0.51275192,0.595697647,-0.402340229,-0.212612776,-0.101710272
2018/6/21,2749.76001,3300060000,2766.616016,2754.01604,2809.313058,2698.719022,23.62910571,2763.623143,2747.517634,16.10550864,19.6767274,-3.57121876,-0.634551052,-0.70421905,-0.855362911,0.015472642,0.5,0.5,92.77165085,0,6.499008745,0.034922909,-17.56005859,2767.320068,-0.225458442,0.699393826,0.171215429,-0.402340229,-0.212612776
2018/6/22,2754.879883,5450550000,2761.66001,2755.372034,2809.341273,2701.402795,20.81989462,2762.278026,2748.062986,14.21503998,18.58438992,-4.369349941,0.186193451,-0.353754556,-0.618595005,0.138091957,0.5,0.541666667,84.02148178,13.80388491,11.10030372,-0.630159043,5.119873047,2749.76001,-0.70421905,0.015472642,-0.634551052,0.171215429,-0.402340229
2018/6/25,2717.070068,3655080000,2750.324023,2755.159033,2809.694659,2700.623408,11.96975001,2755.322955,2745.767214,9.555741265,16.77866019,-7.222918921,-1.372466897,-1.349135937,-1.825264704,-1.212420971,0.5,0.5,100,0,4.601294971,-1.92393242,-37.80981445,2754.879883,-0.353754556,0.138091957,0.186193451,-0.634551052,0.171215429
2018/6/26,2723.060059,3555090000,2742.418018,2756.819031,2804.94793,2708.690131,19.23019924,2750.359433,2744.085203,6.274230199,14.67777419,-8.40354399,0.220457702,-0.827450504,-1.442734094,-0.992566478,0.5,0.541666667,91.41589607,9.156217346,7.65336742,-2.014011008,5.989990234,2717.070068,-1.349135937,-1.212420971,-1.372466897,0.186193451,-0.634551052
2018/6/27,2699.629883,3776090000,2728.87998,2755.600024,2808.033605,2703.166443,16.73696294,2742.554887,2740.792216,1.762670696,12.09475349,-10.33208279,-0.860435513,-1.30358472,-2.047403307,-1.794383041,0.416666667,0.5,100,0,3.052072449,-2.960823767,-23.43017578,2723.060059,-0.827450504,-0.992566478,0.220457702,-1.372466897,0.186193451
2018/6/28,2716.310059,3428140000,2722.18999,2756.152026,2806.651333,2705.652719,26.0718793,2738.517221,2738.978723,-0.461502023,9.583502388,-10.04500441,0.617868986,-0.384149646,-1.231523402,-1.170449127,0.416666667,0.541666667,80.87579145,22.50424907,10.5534888,-2.531174501,16.68017578,2699.629883,-1.30358472,-1.794383041,-0.860435513,0.220457702,-1.372466897
2018/6/29,2718.370117,3565620000,2714.888037,2755.339526,2807.68749,2702.991563,32.76986371,2735.417666,2737.452159,-2.034493046,7.259903301,-9.294396347,0.075840333,-0.116963628,-0.984822621,-1.091058156,0.5,0.583333333,78.51388648,27.68530508,16.72985138,-2.06294672,2.060058594,2716.310059,-0.384149646,-1.170449127,0.617868986,-0.860435513,0.220457702
